business_postal_code_1,inspection_id,inspection_date,inspection_score,violation_description,risk_category,neighborhoods,Current Police Districts,population,avg_income
94114,2721_20170816,August,80,Unapproved or unmaintained equipment or utensils,Low Risk,37,3,"30,574","$75,727.00 "
94110,2358_20180918,September,87,Employee eating or smoking,Moderate Risk,53,3,"74,633","$53,795.00 "
94131,1641_20180716,July,90,Unapproved or unmaintained equipment or utensils,Low Risk,84,9,"27,897","$76,044.00 "
94103,64308_20170804,August,90,Low risk vermin infestation,Low Risk,53,3,"23,016","$31,131.00 "
94118,4643_20190607,June,81,Food safety certificate or food handler card not available,Low Risk,5,8,"38,939","$61,609.00 "
94134,4803_20181203,December,73,Inadequate warewashing facilities or equipment,Low Risk,91,2,"40,134","$54,342.00 "
94112,59016_20190308,March,96,Unapproved or unmaintained equipment or utensils,Low Risk,80,9,"73,104","$57,629.00 "
94121,2279_20190913,September,90,Improper food storage,Low Risk,5,8,"42,473","$61,776.00 "
94133,475_20180410,April,90,Unapproved or unmaintained equipment or utensils,Low Risk,106,6,"26,827","$40,990.00 "
94103,2764_20171129,November,78,Unclean nonfood contact surfaces,Low Risk,53,3,"23,016","$31,131.00 "
94127,1702_20171130,November,73,Unapproved or unmaintained equipment or utensils,Low Risk,46,10,"20,624","$95,313.00 "
94108,34611_20170801,August,81,Unclean nonfood contact surfaces,Low Risk,104,6,"13,716","$31,542.00 "
94121,606_20170720,July,78,Low risk vermin infestation,Low Risk,8,8,"42,473","$61,776.00 "
94133,58879_20190923,September,87,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,106,6,"26,827","$40,990.00 "
94112,7643_20170309,March,67,Inadequate and inaccessible handwashing facilities,Moderate Risk,66,9,"73,104","$57,629.00 "
94110,37304_20180103,January,76,Food safety certificate or food handler card not available,Low Risk,61,9,"74,633","$53,795.00 "
94109,3491_20170607,June,90,Food safety certificate or food handler card not available,Low Risk,50,6,"56,322","$43,444.00 "
94115,2039_20170531,May,91,Unapproved or unmaintained equipment or utensils,Low Risk,102,4,"33,115","$54,879.00 "
94108,2601_20190731,July,81,Improper cooling methods,High Risk,19,6,"13,716","$31,542.00 "
94123,17750_20161024,October,81,No thermometers or uncalibrated thermometers,Low Risk,17,4,"22,903","$84,710.00 "
94102,2589_20171023,October,96,Low risk vermin infestation,Low Risk,19,5,"28,991","$22,351.00 "
94102,11860_20170314,March,80,Unclean nonfood contact surfaces,Low Risk,50,6,"28,991","$22,351.00 "
94107,4782_20180208,February,77,High risk vermin infestation,High Risk,32,1,"17,368","$61,362.00 "
94109,60933_20171214,December,81,Improper cooking time or temperatures,High Risk,50,4,"56,322","$43,444.00 "
94102,38606_20190510,May,86,Unclean nonfood contact surfaces,Low Risk,50,6,"28,991","$22,351.00 "
94108,37115_20181010,October,94,Moderate risk food holding temperature,Moderate Risk,104,6,"13,716","$31,542.00 "
94109,1757_20170928,September,86,Moderate risk food holding temperature,Moderate Risk,105,4,"56,322","$43,444.00 "
94105,13623_20180622,June,75,Improper cooling methods,High Risk,32,1,"2,058","$88,976.00 "
94112,61915_20170912,September,87,High risk food holding temperature,High Risk,66,9,"73,104","$57,629.00 "
94133,3443_20190716,July,94,Moderate risk vermin infestation,Moderate Risk,99,6,"26,827","$40,990.00 "
94133,3444_20180606,June,92,Unapproved or unmaintained equipment or utensils,Low Risk,99,6,"26,827","$40,990.00 "
94112,5925_20170131,January,90,Unclean or degraded floors walls or ceilings,Low Risk,71,9,"73,104","$57,629.00 "
94102,1156_20180430,April,96,Moderate risk vermin infestation,Moderate Risk,19,6,"28,991","$22,351.00 "
94112,2523_20170802,August,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,80,9,"73,104","$57,629.00 "
94133,4614_20171129,November,75,Inadequate and inaccessible handwashing facilities,Moderate Risk,104,6,"26,827","$40,990.00 "
94109,2110_20180205,February,81,Improper food storage,Low Risk,20,6,"56,322","$43,444.00 "
94132,2002_20170510,May,90,Permit license or inspection report not posted,Low Risk,41,10,"26,291","$55,000.00 "
94124,36022_20190723,July,86,Unclean nonfood contact surfaces,Low Risk,76,2,"33,170","$37,146.00 "
94133,33999_20171115,November,92,Unapproved or unmaintained equipment or utensils,Low Risk,104,6,"26,827","$40,990.00 "
94103,7538_20171026,October,96,Low risk vermin infestation,Low Risk,32,1,"23,016","$31,131.00 "
94117,22177_20171205,December,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,12,7,"38,758","$63,983.00 "
94133,62702_20170317,March,92,Noncompliance with HAACP plan or variance,Moderate Risk,106,6,"26,827","$40,990.00 "
94102,3643_20180719,July,88,Inadequate and inaccessible handwashing facilities,Moderate Risk,22,4,"28,991","$22,351.00 "
94133,19403_20180302,March,94,Moderate risk vermin infestation,Moderate Risk,106,6,"26,827","$40,990.00 "
94109,24198_20170912,September,85,Low risk vermin infestation,Low Risk,50,6,"56,322","$43,444.00 "
94103,3982_20190801,August,86,Unclean or degraded floors walls or ceilings,Low Risk,32,1,"23,016","$31,131.00 "
94133,2788_20180612,June,92,Unapproved or unmaintained equipment or utensils,Low Risk,107,6,"26,827","$40,990.00 "
94110,61579_20180207,February,77,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94115,61073_20170222,February,80,Food safety certificate or food handler card not available,Low Risk,97,4,"33,115","$54,879.00 "
94114,3867_20180213,February,81,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,84,3,"30,574","$75,727.00 "
94122,1954_20180503,May,88,Improper food storage,Low Risk,39,10,"55,492","$60,733.00 "
94121,5974_20161102,November,96,Low risk vermin infestation,Low Risk,8,8,"42,473","$61,776.00 "
94112,58922_20190508,May,83,Insufficient hot water or running water,Moderate Risk,58,9,"73,104","$57,629.00 "
94115,726_20190530,May,81,Unclean nonfood contact surfaces,Low Risk,102,4,"33,115","$54,879.00 "
94108,1565_20170307,March,94,Improper storage of equipment utensils or linens,Low Risk,16,6,"13,716","$31,542.00 "
94114,943_20161104,November,87,Improper food storage,Low Risk,28,7,"30,574","$75,727.00 "
94118,2717_20190625,June,82,Unapproved or unmaintained equipment or utensils,Low Risk,5,8,"38,939","$61,609.00 "
94116,984_20170726,July,65,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,39,10,"42,958","$66,627.00 "
94108,9679_20170823,August,74,Improper food storage,Low Risk,104,6,"13,716","$31,542.00 "
94134,4184_20171108,November,92,Moderate risk vermin infestation,Moderate Risk,73,9,"40,134","$54,342.00 "
94110,32170_20171017,October,88,Low risk vermin infestation,Low Risk,53,3,"74,633","$53,795.00 "
94109,2807_20190118,January,81,Inadequate and inaccessible handwashing facilities,Moderate Risk,98,6,"56,322","$43,444.00 "
94102,3611_20190723,July,92,Inadequate and inaccessible handwashing facilities,Moderate Risk,21,4,"28,991","$22,351.00 "
94132,2974_20180606,June,87,Unapproved or unmaintained equipment or utensils,Low Risk,43,10,"26,291","$55,000.00 "
94122,4538_20180420,April,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,39,10,"55,492","$60,733.00 "
94103,63136_20180119,January,98,Permit license or inspection report not posted,Low Risk,32,1,"23,016","$31,131.00 "
94112,1426_20190304,March,67,Unclean nonfood contact surfaces,Low Risk,94,9,"73,104","$57,629.00 "
94121,19002_20170620,June,86,Foods not protected from contamination,Moderate Risk,8,8,"42,473","$61,776.00 "
94110,5953_20161014,October,96,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94133,792_20181012,October,94,Improper food labeling or menu misrepresentation,Low Risk,108,6,"26,827","$40,990.00 "
94121,59289_20170801,August,63,Foods not protected from contamination,Moderate Risk,8,8,"42,473","$61,776.00 "
94102,59041_20180813,August,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,21,4,"28,991","$22,351.00 "
94133,60254_20180131,January,96,Improper or defective plumbing,Low Risk,106,6,"26,827","$40,990.00 "
94109,2066_20170918,September,82,Unapproved or unmaintained equipment or utensils,Low Risk,105,4,"56,322","$43,444.00 "
94112,36160_20171129,November,92,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,94,9,"73,104","$57,629.00 "
94108,18480_20181217,December,70,Moderate risk food holding temperature,Moderate Risk,104,6,"13,716","$31,542.00 "
94110,2315_20171106,November,80,Unclean nonfood contact surfaces,Low Risk,53,3,"74,633","$53,795.00 "
94123,4734_20181128,November,85,High risk food holding temperature,High Risk,17,4,"22,903","$84,710.00 "
94133,35852_20161205,December,94,Unclean or degraded floors walls or ceilings,Low Risk,99,6,"26,827","$40,990.00 "
94105,24431_20170112,January,96,Inadequate dressing rooms or improper storage of personal items,Low Risk,32,1,"2,058","$88,976.00 "
94112,2189_20190226,February,68,Inadequate sewage or wastewater disposal,Moderate Risk,90,9,"73,104","$57,629.00 "
94111,3538_20190423,April,86,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,104,6,"3,335","$56,569.00 "
94117,59986_20190626,June,83,Moderate risk food holding temperature,Moderate Risk,97,7,"38,758","$63,983.00 "
94110,386_20190117,January,68,High risk vermin infestation,High Risk,61,9,"74,633","$53,795.00 "
94124,6916_20190313,March,77,Inadequate dressing rooms or improper storage of personal items,Low Risk,54,2,"33,170","$37,146.00 "
94133,2008_20181009,October,90,Moderate risk vermin infestation,Moderate Risk,4,8,"26,827","$40,990.00 "
94124,7024_20181115,November,86,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,88,2,"33,170","$37,146.00 "
94115,64231_20190311,March,90,Foods not protected from contamination,Moderate Risk,103,4,"33,115","$54,879.00 "
94109,703_20180417,April,73,Foods not protected from contamination,Moderate Risk,20,5,"56,322","$43,444.00 "
94133,431_20180417,April,86,Unapproved or unmaintained equipment or utensils,Low Risk,106,6,"26,827","$40,990.00 "
94105,1614_20190312,March,96,Unclean or degraded floors walls or ceilings,Low Risk,108,6,"2,058","$88,976.00 "
94105,62334_20180830,August,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,30,1,"2,058","$88,976.00 "
94110,2659_20190416,April,83,Foods not protected from contamination,Moderate Risk,83,9,"74,633","$53,795.00 "
94110,7214_20180726,July,87,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94132,4685_20161203,December,96,Unapproved or unmaintained equipment or utensils,Low Risk,65,10,"26,291","$55,000.00 "
94103,18577_20180214,February,92,Foods not protected from contamination,Moderate Risk,32,1,"23,016","$31,131.00 "
94118,544_20180925,September,72,Other low risk violation,Low Risk,5,8,"38,939","$61,609.00 "
94122,9283_20190122,January,80,Improper cooling methods,High Risk,109,10,"55,492","$60,733.00 "
94121,2596_20170913,September,88,Improper storage of equipment utensils or linens,Low Risk,8,8,"42,473","$61,776.00 "
94102,62462_20190612,June,83,Improper food storage,Low Risk,20,5,"28,991","$22,351.00 "
94122,34585_20190408,April,83,High risk food holding temperature,High Risk,109,10,"55,492","$60,733.00 "
94111,61856_20170616,June,94,Improper or defective plumbing,Low Risk,108,6,"3,335","$56,569.00 "
94103,62769_20190923,September,73,High risk vermin infestation,High Risk,32,5,"23,016","$31,131.00 "
94133,489_20190903,September,80,Moderate risk vermin infestation,Moderate Risk,104,6,"26,827","$40,990.00 "
94110,62735_20180724,July,84,Unclean nonfood contact surfaces,Low Risk,53,3,"74,633","$53,795.00 "
94109,1734_20190226,February,70,Improper storage of equipment utensils or linens,Low Risk,20,5,"56,322","$43,444.00 "
94110,16513_20190304,March,83,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53,3,"74,633","$53,795.00 "
94118,7711_20170628,June,79,Moderate risk vermin infestation,Moderate Risk,5,8,"38,939","$61,609.00 "
94118,2143_20190626,June,87,Moderate risk food holding temperature,Moderate Risk,5,8,"38,939","$61,609.00 "
94114,60400_20180924,September,92,Inadequate and inaccessible handwashing facilities,Moderate Risk,38,3,"30,574","$75,727.00 "
94110,63169_20161230,December,81,Permit license or inspection report not posted,Low Risk,53,3,"74,633","$53,795.00 "
94112,824_20161103,November,80,Foods not protected from contamination,Moderate Risk,94,9,"73,104","$57,629.00 "
94133,1568_20180405,April,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,107,6,"26,827","$40,990.00 "
94122,10990_20171114,November,86,Foods not protected from contamination,Moderate Risk,39,10,"55,492","$60,733.00 "
94131,5959_20181016,October,94,Moderate risk vermin infestation,Moderate Risk,96,9,"27,897","$76,044.00 "
94131,60544_20170413,April,96,Inadequate ventilation or lighting,Low Risk,96,9,"27,897","$76,044.00 "
94110,999_20170714,July,77,High risk food holding temperature,High Risk,53,3,"74,633","$53,795.00 "
94102,3495_20161230,December,84,Insufficient hot water or running water,Moderate Risk,50,6,"28,991","$22,351.00 "
94122,3211_20170912,September,85,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94103,19055_20180809,August,89,Unclean nonfood contact surfaces,Low Risk,32,1,"23,016","$31,131.00 "
94102,10438_20190108,January,90,Inadequate procedures or records for time as a public health control,Moderate Risk,50,6,"28,991","$22,351.00 "
94116,4665_20190605,June,94,Inadequate and inaccessible handwashing facilities,Moderate Risk,40,10,"42,958","$66,627.00 "
94111,62701_20190301,March,83,High risk food holding temperature,High Risk,108,6,"3,335","$56,569.00 "
94102,3495_20161230,December,84,Unclean nonfood contact surfaces,Low Risk,50,6,"28,991","$22,351.00 "
94122,3241_20170714,July,71,Foods not protected from contamination,Moderate Risk,39,10,"55,492","$60,733.00 "
94109,5183_20180717,July,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,100,4,"56,322","$43,444.00 "
94118,544_20180925,September,72,Unclean or degraded floors walls or ceilings,Low Risk,5,8,"38,939","$61,609.00 "
94111,3155_20190506,May,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,108,6,"3,335","$56,569.00 "
94110,63763_20170725,July,73,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94103,58576_20190822,August,88,Moderate risk food holding temperature,Moderate Risk,53,3,"23,016","$31,131.00 "
94109,320_20180522,May,81,Unapproved or unmaintained equipment or utensils,Low Risk,50,4,"56,322","$43,444.00 "
94133,15806_20181203,December,96,Improper food storage,Low Risk,104,6,"26,827","$40,990.00 "
94103,16751_20180705,July,92,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"23,016","$31,131.00 "
94121,40217_20190128,January,82,Foods not protected from contamination,Moderate Risk,8,8,"42,473","$61,776.00 "
94114,1289_20170822,August,85,High risk food holding temperature,High Risk,115,3,"30,574","$75,727.00 "
94115,64346_20170216,February,94,Inadequate dressing rooms or improper storage of personal items,Low Risk,101,4,"33,115","$54,879.00 "
94131,1339_20170822,August,80,Unapproved or unmaintained equipment or utensils,Low Risk,96,9,"27,897","$76,044.00 "
94114,1294_20181210,December,96,Foods not protected from contamination,Moderate Risk,38,3,"30,574","$75,727.00 "
94114,18825_20190918,September,85,Improper cooling methods,High Risk,84,3,"30,574","$75,727.00 "
94108,3016_20161114,November,62,Unclean or degraded floors walls or ceilings,Low Risk,104,6,"13,716","$31,542.00 "
94123,36023_20171228,December,92,Moderate risk vermin infestation,Moderate Risk,17,4,"22,903","$84,710.00 "
94114,4500_20180611,June,98,Unclean or degraded floors walls or ceilings,Low Risk,37,3,"30,574","$75,727.00 "
94103,3459_20190206,February,86,Moderate risk food holding temperature,Moderate Risk,32,1,"23,016","$31,131.00 "
94102,14577_20170410,April,79,Inadequate and inaccessible handwashing facilities,Moderate Risk,20,5,"28,991","$22,351.00 "
94131,32738_20180531,May,92,Unapproved or unmaintained equipment or utensils,Low Risk,96,9,"27,897","$76,044.00 "
94110,1366_20181025,October,80,Improper food storage,Low Risk,53,3,"74,633","$53,795.00 "
94133,33386_20190719,July,94,Permit license or inspection report not posted,Low Risk,106,6,"26,827","$40,990.00 "
94115,64346_20180615,June,73,Unclean hands or improper use of gloves,High Risk,101,4,"33,115","$54,879.00 "
94121,240_20180712,July,77,Inadequate and inaccessible handwashing facilities,Moderate Risk,8,8,"42,473","$61,776.00 "
94134,2622_20170308,March,75,Permit license or inspection report not posted,Low Risk,91,2,"40,134","$54,342.00 "
94109,3491_20190530,May,88,Improper thawing methods,Moderate Risk,50,6,"56,322","$43,444.00 "
94117,59154_20180417,April,88,Moderate risk food holding temperature,Moderate Risk,24,4,"38,758","$63,983.00 "
94105,3960_20180920,September,93,High risk food holding temperature,High Risk,108,1,"2,058","$88,976.00 "
94112,64612_20170808,August,77,Inadequate and inaccessible handwashing facilities,Moderate Risk,90,9,"73,104","$57,629.00 "
94121,876_20180531,May,86,Improper thawing methods,Moderate Risk,8,8,"42,473","$61,776.00 "
94133,795_20180709,July,96,Unclean or degraded floors walls or ceilings,Low Risk,99,6,"26,827","$40,990.00 "
94108,29956_20171212,December,96,Food safety certificate or food handler card not available,Low Risk,104,6,"13,716","$31,542.00 "
94122,510_20170919,September,88,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94107,13671_20180227,February,89,Unclean hands or improper use of gloves,High Risk,34,1,"17,368","$61,362.00 "
94107,5634_20161011,October,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,31,1,"17,368","$61,362.00 "
94103,60984_20190227,February,86,Unclean or unsanitary food contact surfaces,High Risk,32,1,"23,016","$31,131.00 "
94132,3253_20171229,December,87,Food safety certificate or food handler card not available,Low Risk,43,10,"26,291","$55,000.00 "
94110,1243_20190425,April,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,37,3,"74,633","$53,795.00 "
94133,448_20170607,June,88,Moderate risk food holding temperature,Moderate Risk,106,6,"26,827","$40,990.00 "
94102,62308_20171026,October,86,Unclean or degraded floors walls or ceilings,Low Risk,21,5,"28,991","$22,351.00 "
94121,1968_20180525,May,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,8,8,"42,473","$61,776.00 "
94105,35592_20190729,July,87,Unclean nonfood contact surfaces,Low Risk,108,1,"2,058","$88,976.00 "
94115,33527_20190801,August,86,Inadequate and inaccessible handwashing facilities,Moderate Risk,97,4,"33,115","$54,879.00 "
94133,61959_20180713,July,94,Unclean or degraded floors walls or ceilings,Low Risk,99,6,"26,827","$40,990.00 "
94110,7087_20170817,August,90,Improper food storage,Low Risk,53,3,"74,633","$53,795.00 "
94111,64723_20190726,July,76,Mobile food facility not operating with an approved commissary,High Risk,106,6,"3,335","$56,569.00 "
94109,2109_20190606,June,86,Foods not protected from contamination,Moderate Risk,50,6,"56,322","$43,444.00 "
94105,1673_20170608,June,79,Improper cooling methods,High Risk,108,1,"2,058","$88,976.00 "
94123,2063_20180731,July,84,Improper storage of equipment utensils or linens,Low Risk,17,4,"22,903","$84,710.00 "
94102,59828_20180924,September,67,Improper food storage,Low Risk,20,5,"28,991","$22,351.00 "
94103,3393_20180424,April,96,Foods not protected from contamination,Moderate Risk,32,1,"23,016","$31,131.00 "
94110,7645_20181023,October,86,Improper food storage,Low Risk,53,3,"74,633","$53,795.00 "
94114,5000_20170628,June,90,Unclean or degraded floors walls or ceilings,Low Risk,38,3,"30,574","$75,727.00 "
94117,62572_20181210,December,94,Inadequate and inaccessible handwashing facilities,Moderate Risk,24,7,"38,758","$63,983.00 "
94116,984_20170726,July,65,Improper cooling methods,High Risk,39,10,"42,958","$66,627.00 "
94105,1672_20190627,June,88,Inadequate and inaccessible handwashing facilities,Moderate Risk,108,1,"2,058","$88,976.00 "
94103,28044_20181121,November,98,Unclean or degraded floors walls or ceilings,Low Risk,32,5,"23,016","$31,131.00 "
94109,2797_20170615,June,74,Unclean or degraded floors walls or ceilings,Low Risk,100,4,"56,322","$43,444.00 "
94133,13426_20161109,November,92,Low risk vermin infestation,Low Risk,106,6,"26,827","$40,990.00 "
94110,6000_20180131,January,96,Unclean nonfood contact surfaces,Low Risk,53,3,"74,633","$53,795.00 "
94102,33084_20170815,August,96,Low risk vermin infestation,Low Risk,22,4,"28,991","$22,351.00 "
94118,10877_20190701,July,48,Employee eating or smoking,Moderate Risk,5,8,"38,939","$61,609.00 "
94109,3309_20190305,March,81,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,100,4,"56,322","$43,444.00 "
94109,1345_20180626,June,80,Moderate risk vermin infestation,Moderate Risk,105,4,"56,322","$43,444.00 "
94133,59727_20171030,October,77,Moderate risk vermin infestation,Moderate Risk,99,6,"26,827","$40,990.00 "
94111,58_20181005,October,74,Insufficient hot water or running water,Moderate Risk,108,6,"3,335","$56,569.00 "
94118,2544_20161205,December,81,Foods not protected from contamination,Moderate Risk,5,8,"38,939","$61,609.00 "
94109,6654_20170822,August,74,Inadequate and inaccessible handwashing facilities,Moderate Risk,20,5,"56,322","$43,444.00 "
94103,19058_20161130,November,96,Moderate risk vermin infestation,Moderate Risk,32,1,"23,016","$31,131.00 "
94121,62765_20161116,November,83,Food safety certificate or food handler card not available,Low Risk,8,8,"42,473","$61,776.00 "
94116,4544_20190605,June,92,Food safety certificate or food handler card not available,Low Risk,40,10,"42,958","$66,627.00 "
94133,2127_20180108,January,73,Food safety certificate or food handler card not available,Low Risk,17,4,"26,827","$40,990.00 "
94114,3825_20170717,July,87,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,38,3,"30,574","$75,727.00 "
94133,3433_20190416,April,90,Unapproved or unmaintained equipment or utensils,Low Risk,16,6,"26,827","$40,990.00 "
94111,1090_20170504,May,74,Unclean or unsanitary food contact surfaces,High Risk,106,6,"3,335","$56,569.00 "
94121,27949_20180910,September,70,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,8,8,"42,473","$61,776.00 "
94114,38070_20171116,November,88,Improper food storage,Low Risk,28,7,"30,574","$75,727.00 "
94123,5039_20170314,March,86,Inadequate and inaccessible handwashing facilities,Moderate Risk,17,4,"22,903","$84,710.00 "
94103,2580_20170921,September,88,Moderate risk vermin infestation,Moderate Risk,32,1,"23,016","$31,131.00 "
94110,27350_20171017,October,83,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94112,17779_20161103,November,90,Foods not protected from contamination,Moderate Risk,93,9,"73,104","$57,629.00 "
94117,1263_20171201,December,94,Moderate risk food holding temperature,Moderate Risk,29,7,"38,758","$63,983.00 "
94122,2697_20180927,September,75,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94111,62701_20161222,December,78,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,"3,335","$56,569.00 "
94124,5252_20170123,January,84,Contaminated or adulterated food,High Risk,78,2,"33,170","$37,146.00 "
94102,33468_20180814,August,85,Low risk vermin infestation,Low Risk,22,4,"28,991","$22,351.00 "
94111,32578_20190503,May,88,Inadequate and inaccessible handwashing facilities,Moderate Risk,108,6,"3,335","$56,569.00 "
94133,3817_20181128,November,84,Unapproved or unmaintained equipment or utensils,Low Risk,104,6,"26,827","$40,990.00 "
94118,10877_20190701,July,48,Unclean or degraded floors walls or ceilings,Low Risk,5,8,"38,939","$61,609.00 "
94122,2292_20171115,November,76,Unclean or unsanitary food contact surfaces,High Risk,39,10,"55,492","$60,733.00 "
94121,35805_20190102,January,90,Unclean or degraded floors walls or ceilings,Low Risk,8,8,"42,473","$61,776.00 "
94132,2841_20161229,December,87,Moderate risk food holding temperature,Moderate Risk,43,10,"26,291","$55,000.00 "
94111,3122_20180607,June,79,Inadequate and inaccessible handwashing facilities,Moderate Risk,108,6,"3,335","$56,569.00 "
94134,4592_20170913,September,94,Unclean or degraded floors walls or ceilings,Low Risk,74,9,"40,134","$54,342.00 "
94133,3529_20170424,April,72,Foods not protected from contamination,Moderate Risk,104,6,"26,827","$40,990.00 "
94116,4986_20170522,May,88,Unclean or degraded floors walls or ceilings,Low Risk,40,10,"42,958","$66,627.00 "
94103,3613_20171116,November,68,Improper thawing methods,Moderate Risk,54,3,"23,016","$31,131.00 "
94133,1534_20161122,November,88,Moderate risk vermin infestation,Moderate Risk,106,6,"26,827","$40,990.00 "
94133,236_20180615,June,93,High risk vermin infestation,High Risk,106,6,"26,827","$40,990.00 "
94114,35317_20171205,December,90,Unapproved or unmaintained equipment or utensils,Low Risk,28,7,"30,574","$75,727.00 "
94110,2433_20180118,January,98,Improper food storage,Low Risk,53,3,"74,633","$53,795.00 "
94105,38201_20170822,August,92,Improper food storage,Low Risk,32,1,"2,058","$88,976.00 "
94105,33448_20170308,March,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,"2,058","$88,976.00 "
94102,61180_20190717,July,85,Unapproved or unmaintained equipment or utensils,Low Risk,19,6,"28,991","$22,351.00 "
94134,35199_20190408,April,71,Improper food storage,Low Risk,91,2,"40,134","$54,342.00 "
94103,26149_20170330,March,88,Foods not protected from contamination,Moderate Risk,32,5,"23,016","$31,131.00 "
94107,24534_20190718,July,88,Unapproved or unmaintained equipment or utensils,Low Risk,32,1,"17,368","$61,362.00 "
94116,588_20171121,November,88,Improper food storage,Low Risk,40,10,"42,958","$66,627.00 "
94104,3561_20190722,July,77,Unclean hands or improper use of gloves,High Risk,108,6,374,"$14,609.00 "
94133,35852_20180205,February,86,Unclean nonfood contact surfaces,Low Risk,99,6,"26,827","$40,990.00 "
94115,1526_20170504,May,85,Moderate risk vermin infestation,Moderate Risk,102,4,"33,115","$54,879.00 "
94122,48_20180216,February,94,Moderate risk food holding temperature,Moderate Risk,109,10,"55,492","$60,733.00 "
94108,891_20190805,August,84,Unclean or degraded floors walls or ceilings,Low Risk,104,6,"13,716","$31,542.00 "
94103,38566_20190228,February,92,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32,5,"23,016","$31,131.00 "
94103,2764_20180605,June,67,Contaminated or adulterated food,High Risk,53,3,"23,016","$31,131.00 "
94110,7214_20161228,December,94,Inadequate dressing rooms or improper storage of personal items,Low Risk,53,3,"74,633","$53,795.00 "
94111,9631_20170710,July,85,Improper or defective plumbing,Low Risk,108,6,"3,335","$56,569.00 "
94123,3043_20180111,January,87,Foods not protected from contamination,Moderate Risk,17,4,"22,903","$84,710.00 "
94114,63000_20190606,June,98,Unapproved or unmaintained equipment or utensils,Low Risk,84,3,"30,574","$75,727.00 "
94122,64524_20180315,March,86,Moderate risk food holding temperature,Moderate Risk,109,10,"55,492","$60,733.00 "
94110,7761_20170523,May,86,Moderate risk vermin infestation,Moderate Risk,61,9,"74,633","$53,795.00 "
94121,876_20190102,January,74,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,8,8,"42,473","$61,776.00 "
94116,59407_20181105,November,86,Improper thawing methods,Moderate Risk,40,10,"42,958","$66,627.00 "
94122,24572_20181129,November,81,High risk vermin infestation,High Risk,39,10,"55,492","$60,733.00 "
94105,3405_20190417,April,90,Noncompliance with shell fish tags or display,Moderate Risk,32,6,"2,058","$88,976.00 "
94115,38458_20180606,June,92,Unclean or degraded floors walls or ceilings,Low Risk,101,4,"33,115","$54,879.00 "
94132,33914_20180214,February,85,Permit license or inspection report not posted,Low Risk,65,10,"26,291","$55,000.00 "
94103,27799_20170407,April,84,Unclean or degraded floors walls or ceilings,Low Risk,32,5,"23,016","$31,131.00 "
94115,4718_20190930,September,83,Moderate risk vermin infestation,Moderate Risk,102,4,"33,115","$54,879.00 "
94112,35828_20161004,October,79,Inadequate ventilation or lighting,Low Risk,90,9,"73,104","$57,629.00 "
94121,1926_20171013,October,84,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,7,8,"42,473","$61,776.00 "
94109,64161_20190425,April,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,50,6,"56,322","$43,444.00 "
94110,2347_20170721,July,75,Low risk vermin infestation,Low Risk,53,3,"74,633","$53,795.00 "
94118,542_20180612,June,88,Unapproved or unmaintained equipment or utensils,Low Risk,5,8,"38,939","$61,609.00 "
